booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
1456,187982,Stayed,2017-02-03,2017-02-04,1,449,2331,513,2017-02-01
1457,199763,Stayed,2017-02-07,2017-02-08,1,449,2192,482,2017-02-07
1458,197733,Stayed,2017-03-01,2017-03-02,1,13,1819,385,2017-02-28
1459,10362,Stayed,2017-02-28,2017-03-01,1,13,1819,385,2017-02-28
1460,141201,Stayed,2017-02-27,2017-02-28,1,13,1819,385,2017-02-26
1461,10362,Stayed,2017-02-27,2017-02-28,1,13,1819,385,2017-02-27
1462,54218,Cancelled,2017-02-26,2017-02-27,1,13,2079,440,2017-02-24
1463,197733,Cancelled,2017-02-26,2017-02-27,1,13,2079,440,2017-02-25
1464,32772,Cancelled,2017-02-25,2017-02-27,1,13,3507,771,2017-02-19
1465,165031,Stayed,2017-02-19,2017-02-20,1,13,1754,371,2017-02-16
1466,54218,Cancelled,2017-02-18,2017-02-19,1,13,2664,563,2017-02-14
1467,7592,Cancelled,2017-02-17,2017-02-18,1,13,2079,440,2017-02-16
1468,3424,Stayed,2017-02-16,2017-02-17,1,13,2014,426,2017-02-16
1469,165031,Cancelled,2017-02-19,2017-02-20,1,13,1884,398,2017-02-15
1470,7592,Stayed,2017-02-11,2017-02-12,1,13,2339,495,2017-02-11
1471,145478,Stayed,2017-02-10,2017-02-11,1,13,1754,386,2017-02-10
1472,6845,Stayed,2017-02-09,2017-02-10,1,13,1559,330,2017-02-09
1473,7592,Stayed,2017-02-08,2017-02-09,1,13,1819,385,2017-02-07
1474,6845,Stayed,2017-02-08,2017-02-09,1,13,1559,330,2017-02-08
1475,7970,Stayed,2017-02-08,2017-02-09,1,13,1819,385,2017-02-08
1476,7970,No Show,2017-02-07,2017-02-08,1,13,1494,316,2017-02-07
1477,121442,Cancelled,2017-02-07,2017-02-08,1,13,1299,330,2017-02-07
1478,8353,Cancelled,2017-02-07,2017-02-08,1,13,1819,385,2017-02-06
1479,75141,Stayed,2017-02-18,2017-02-19,1,207,2274,481,2017-02-14
1480,30453,Stayed,2017-02-15,2017-02-17,1,207,3247,824,2017-02-13
1481,179789,Stayed,2017-02-12,2017-02-13,1,207,1494,316,2017-02-12
1482,76917,Stayed,2017-02-12,2017-02-13,1,207,1754,446,2017-02-04
1483,189815,Cancelled,2017-02-14,2017-02-15,1,207,1884,398,2017-02-08
1484,30453,Stayed,2017-02-09,2017-02-12,1,207,4805,1220,2017-02-03
1485,61856,Cancelled,2017-02-16,2017-02-19,1,207,5714,1257,2017-02-09
1486,211,Stayed,2017-02-05,2017-02-06,1,207,1754,371,2017-02-04
1487,6892,Stayed,2017-02-23,2017-02-24,1,629,1949,413,2017-02-22
1488,142556,Stayed,2017-02-18,2017-02-19,1,629,2534,536,2017-02-18
1489,20003,Stayed,2017-02-15,2017-02-16,1,629,1624,343,2017-02-15
1490,163945,Stayed,2017-02-13,2017-02-14,1,629,1819,385,2017-02-13
1491,197333,No Show,2017-02-11,2017-02-12,1,629,2534,536,2017-02-08
1492,98551,Stayed,2017-02-11,2017-02-12,1,629,2339,495,2017-02-09
1493,51963,Stayed,2017-02-10,2017-02-11,1,629,1819,385,2017-02-10
1494,51963,Stayed,2017-02-09,2017-02-10,1,629,1559,330,2017-02-09
1495,82195,Cancelled,2017-02-11,2017-02-12,1,629,2534,644,2017-02-09
1496,22963,Cancelled,2017-03-01,2017-03-02,1,440,2404,508,2017-02-28
1497,22963,Cancelled,2017-02-28,2017-03-01,1,440,2144,453,2017-02-27
1498,2161,No Show,2017-02-14,2017-02-15,1,440,2599,550,2017-02-11
1499,8704,Cancelled,2017-02-14,2017-02-15,1,440,2599,550,2017-02-14
1500,8704,Stayed,2017-02-07,2017-02-08,1,440,2469,543,2017-02-07
1501,134836,No Show,2017-03-04,2017-03-05,1,16,2989,633,2017-02-27
1502,134836,Cancelled,2017-02-11,2017-02-12,1,16,3379,715,2017-02-08
1503,134836,Cancelled,2017-02-08,2017-02-09,1,16,2729,578,2017-02-04
1504,58858,Stayed,2017-02-27,2017-02-28,1,16,2404,508,2017-02-27
1505,165303,Cancelled,2017-02-15,2017-02-16,1,16,2664,563,2017-02-14
1506,134836,Cancelled,2017-02-13,2017-02-14,1,16,2729,578,2017-02-09
1507,10629,Stayed,2017-02-24,2017-02-25,1,955,2144,453,2017-02-24
1508,10629,No Show,2017-02-24,2017-02-25,1,955,2144,453,2017-02-24
1509,69975,Stayed,2017-02-22,2017-02-23,1,955,1689,358,2017-02-22
1510,41627,Stayed,2017-02-13,2017-02-14,1,955,2079,440,2017-02-12
1511,189815,Cancelled,2017-02-11,2017-02-12,1,955,2014,426,2017-02-06
1512,120625,Cancelled,2017-02-12,2017-02-13,1,955,2339,495,2017-02-07
1513,119466,Cancelled,2017-02-07,2017-02-08,1,955,1884,398,2017-02-06
1514,92417,Stayed,2017-02-03,2017-02-04,1,955,2079,440,2017-02-02
1515,18139,Cancelled,2017-02-18,2017-02-19,1,515,2664,563,2017-02-17
1516,73902,Cancelled,2017-02-07,2017-02-08,1,515,2664,563,2017-02-07
1517,10757,Cancelled,2017-02-04,2017-02-05,1,515,3184,673,2017-02-02
1518,159431,Stayed,2017-02-18,2017-02-19,1,523,3379,858,2017-02-18
1519,114366,No Show,2017-02-03,2017-02-04,1,523,2209,468,2017-02-03
1520,13378,Stayed,2017-02-02,2017-02-03,1,523,2404,508,2017-02-01
1521,21854,Stayed,2017-02-04,2017-02-05,1,523,1689,0,2017-02-02
1522,45876,Stayed,2017-02-14,2017-02-15,1,243,2144,472,2017-02-14
1523,79732,Cancelled,2017-02-05,2017-02-06,1,243,2339,515,2017-02-04
1524,128016,No Show,2017-02-11,2017-02-12,1,181,2404,508,2017-02-10
1525,85993,Stayed,2017-02-22,2017-02-23,1,399,2144,453,2017-02-21
1526,85993,Cancelled,2017-02-21,2017-02-22,1,399,2144,453,2017-02-21
1527,44291,Stayed,2017-02-21,2017-02-22,1,399,2144,545,2017-02-20
1528,59866,Stayed,2017-02-09,2017-02-10,1,399,2014,443,2017-02-09
1529,47054,Stayed,2017-02-03,2017-02-04,1,399,2209,468,2017-02-03
1530,1731,Stayed,2017-02-02,2017-02-03,1,399,1819,385,2017-02-02
1531,129346,Stayed,2017-02-18,2017-02-19,4,399,12605,2666,2017-02-14
1532,183381,Stayed,2017-02-04,2017-02-05,1,399,2144,453,2017-02-03
1533,6317,Cancelled,2017-02-25,2017-02-26,2,848,6757,1430,2017-02-25
1534,171784,Stayed,2017-02-04,2017-02-05,1,848,3054,646,2017-02-04
1535,72883,Stayed,2017-02-02,2017-02-03,1,848,2534,536,2017-02-02
1536,91232,No Show,2017-03-01,2017-03-02,1,131,1819,400,2017-02-28
1537,108360,Cancelled,2017-02-25,2017-02-26,1,131,2079,440,2017-02-21
1538,1864,Stayed,2017-02-22,2017-02-23,1,131,1494,316,2017-02-22
1539,108360,Stayed,2017-02-12,2017-02-13,1,131,2144,453,2017-02-11
1540,16959,Stayed,2017-02-09,2017-02-10,1,131,2144,453,2017-02-08
1541,74860,Stayed,2017-02-25,2017-02-26,1,653,2599,550,2017-02-24
1542,74860,Cancelled,2017-03-01,2017-03-02,1,653,3119,660,2017-02-17
1543,74860,Cancelled,2017-02-22,2017-02-23,1,653,2534,536,2017-02-16
1544,56894,Stayed,2017-02-16,2017-02-17,1,653,2664,563,2017-02-16
1545,74860,Stayed,2017-02-08,2017-02-09,1,653,2274,481,2017-02-08
1546,139275,Stayed,2017-02-04,2017-02-05,1,653,2534,536,2017-02-04
1547,145744,Stayed,2017-02-03,2017-02-04,1,653,2339,495,2017-02-03
1548,56894,Stayed,2017-02-01,2017-02-02,1,653,2599,550,2017-02-01
1549,3207,Stayed,2017-02-27,2017-02-28,1,346,1819,385,2017-02-27
1550,150771,Stayed,2017-02-23,2017-02-24,1,346,2404,508,2017-02-22
1551,55556,Cancelled,2017-02-17,2017-02-18,1,346,2339,495,2017-02-16
1552,31316,Stayed,2017-02-10,2017-02-11,1,346,2209,561,2017-02-10
1553,3398,Stayed,2017-02-05,2017-02-08,1,346,5651,1196,2017-02-04
1554,193136,Stayed,2017-02-25,2017-02-26,1,176,2600,572,2017-02-25
1555,192011,Stayed,2017-02-25,2017-02-26,1,176,2315,490,2017-02-25
1556,184274,Cancelled,2017-02-18,2017-02-19,1,176,3419,724,2017-02-16
1557,180388,Cancelled,2017-02-15,2017-02-16,1,176,2209,468,2017-02-10
1558,193136,Cancelled,2017-02-12,2017-02-13,2,176,4186,921,2017-02-11
1559,186767,Stayed,2017-02-09,2017-02-10,2,176,3117,685,2017-02-09
1560,92694,Cancelled,2017-02-04,2017-02-05,1,176,2729,578,2017-02-04
1561,7845,Stayed,2017-02-20,2017-02-21,1,176,2011,426,2017-02-19
1562,32005,Stayed,2017-02-26,2017-02-27,1,517,1884,398,2017-02-26
1563,20754,Stayed,2017-03-03,2017-03-04,1,50,2664,563,2017-02-28
1564,13060,Stayed,2017-03-01,2017-03-02,1,50,2404,508,2017-02-27
1565,26860,Stayed,2017-02-28,2017-03-01,1,50,2469,523,2017-02-28
1566,45644,Stayed,2017-02-20,2017-02-23,1,50,6821,1443,2017-02-20
1567,7443,Stayed,2017-02-18,2017-02-19,1,50,3054,646,2017-02-17
1568,188409,Stayed,2017-02-17,2017-02-18,1,50,3444,728,2017-02-13
1569,12484,Cancelled,2017-02-22,2017-02-23,1,50,2534,536,2017-02-17
1570,21219,Stayed,2017-02-08,2017-02-10,1,50,5717,1210,2017-02-08
1571,57438,Stayed,2017-03-01,2017-03-03,2,50,8575,2177,2017-02-28
1572,182860,Stayed,2017-02-15,2017-02-16,1,447,1884,440,2017-02-14
1573,137777,Cancelled,2017-02-03,2017-02-04,1,447,1689,358,2017-02-03
1574,50187,Stayed,2017-02-27,2017-02-28,1,578,2794,591,2017-02-27
1575,95557,Stayed,2017-02-21,2017-02-22,2,578,6887,1748,2017-02-21
1576,167170,Stayed,2017-02-08,2017-02-10,1,578,6367,1400,2017-02-07
1577,78708,Stayed,2017-02-21,2017-02-22,1,241,1884,398,2017-02-21
1578,170646,Stayed,2017-02-15,2017-02-17,1,241,3897,857,2017-02-02
1579,170646,Stayed,2017-02-13,2017-02-14,1,241,1949,429,2017-02-02
1580,46095,Stayed,2017-02-05,2017-02-17,1,310,29375,6214,2017-02-03
1581,190372,Stayed,2017-02-10,2017-02-11,1,310,2664,586,2017-02-10
1582,114316,Stayed,2017-02-08,2017-02-09,1,310,2274,501,2017-02-07
1583,165036,Stayed,2017-02-21,2017-02-22,1,239,1888,416,2017-02-20
1584,79500,Stayed,2017-02-18,2017-02-20,1,239,5018,1062,2017-02-15
1585,21152,Cancelled,2017-02-21,2017-02-22,1,239,2129,469,2017-02-20
1586,5397,Stayed,2017-02-18,2017-02-20,1,239,5756,1218,2017-02-17
1587,60132,No Show,2017-02-14,2017-02-15,1,239,2267,480,2017-02-11
1588,171180,Stayed,2017-02-19,2017-02-20,1,239,1888,399,2017-02-19
1589,21854,Stayed,2017-02-18,2017-02-19,1,239,2405,509,2017-02-15
1590,19760,Stayed,2017-02-17,2017-02-18,1,239,1888,399,2017-02-15
1591,6284,Stayed,2017-02-17,2017-02-18,1,239,1888,399,2017-02-15
1592,184192,Cancelled,2017-02-14,2017-02-15,1,239,2794,591,2017-02-08
1593,9858,Stayed,2017-02-10,2017-02-11,1,239,2426,514,2017-02-10
1594,9858,Stayed,2017-02-09,2017-02-10,1,239,1941,410,2017-02-09
1595,9858,Stayed,2017-02-08,2017-02-09,1,239,1641,348,2017-02-08
1596,85412,Stayed,2017-02-08,2017-02-09,1,239,1888,399,2017-02-08
1597,9858,Stayed,2017-02-07,2017-02-08,1,239,1695,359,2017-02-07
1598,110482,Stayed,2017-02-28,2017-03-04,1,77,7472,1581,2017-02-21
1599,72186,Cancelled,2017-03-04,2017-03-05,1,77,2327,493,2017-02-28
1600,6085,Stayed,2017-03-03,2017-03-04,1,77,2183,462,2017-02-27
1601,13359,Stayed,2017-02-27,2017-02-28,1,77,1888,399,2017-02-27
1602,71382,Stayed,2017-02-20,2017-02-22,1,77,4540,999,2017-02-11
1603,182292,Stayed,2017-02-20,2017-02-21,1,77,1888,399,2017-02-18
1604,19795,Stayed,2017-02-20,2017-02-21,1,77,1888,399,2017-02-18
1605,51090,Cancelled,2017-02-19,2017-02-20,1,77,2035,430,2017-02-18
1606,33581,Stayed,2017-02-18,2017-02-19,1,77,2729,578,2017-02-10
1607,47276,Cancelled,2017-02-18,2017-02-19,1,77,3229,820,2017-02-17
1608,36152,Stayed,2017-02-16,2017-02-17,1,77,2006,425,2017-02-16
1609,20223,Stayed,2017-02-16,2017-02-17,1,77,1993,421,2017-02-15
1610,78708,Cancelled,2017-02-17,2017-02-19,1,77,5132,1086,2017-02-13
1611,36152,Stayed,2017-02-15,2017-02-16,1,77,1942,411,2017-02-15
1612,63082,Cancelled,2017-02-15,2017-02-16,1,77,2233,473,2017-02-15
1613,93801,Stayed,2017-02-14,2017-02-15,1,77,2220,470,2017-02-11
1614,147059,Stayed,2017-02-12,2017-02-13,1,77,2239,474,2017-02-12
1615,13380,Cancelled,2017-02-09,2017-02-10,1,77,1976,418,2017-02-06
1616,6085,Stayed,2017-02-07,2017-02-08,1,77,1999,424,2017-02-04
1617,68265,Cancelled,2017-02-04,2017-02-05,1,77,2443,620,2017-02-02
1618,99396,Stayed,2017-02-23,2017-02-24,1,364,2404,508,2017-02-21
1619,11025,Stayed,2017-02-19,2017-02-20,1,364,1884,398,2017-02-19
1620,11025,Stayed,2017-02-18,2017-02-19,1,364,2079,440,2017-02-18
1621,116510,Stayed,2017-02-13,2017-02-14,1,364,1884,415,2017-02-11
1622,189815,Cancelled,2017-03-04,2017-03-05,1,364,1906,404,2017-02-12
1623,110482,Stayed,2017-02-20,2017-02-25,1,58,9744,2061,2017-02-16
1624,93374,Stayed,2017-02-21,2017-02-24,1,58,5795,1275,2017-02-20
1625,93374,Stayed,2017-02-20,2017-02-21,1,58,1884,415,2017-02-20
1626,15900,Stayed,2017-02-12,2017-02-13,1,58,2209,468,2017-02-12
1627,85412,Stayed,2017-02-01,2017-02-02,1,58,2599,550,2017-02-01
1628,27112,Stayed,2017-03-04,2017-03-06,1,448,6237,1320,2017-02-20
1629,113889,Stayed,2017-02-27,2017-02-28,1,448,1754,386,2017-02-27
1630,109602,Cancelled,2017-02-24,2017-02-25,1,448,2664,586,2017-02-24
1631,156140,Cancelled,2017-02-14,2017-02-15,1,448,2534,536,2017-02-13
1632,24964,Stayed,2017-02-10,2017-02-11,1,448,2079,440,2017-02-10
1633,23493,Stayed,2017-02-28,2017-03-01,1,417,2370,602,2017-02-28
1634,145838,Stayed,2017-02-22,2017-02-23,1,417,1776,376,2017-02-22
1635,67747,Stayed,2017-02-18,2017-02-20,1,417,3463,733,2017-02-11
1636,153758,Cancelled,2017-02-20,2017-02-21,1,417,1732,366,2017-02-17
1637,86889,Cancelled,2017-02-18,2017-02-19,1,417,1732,366,2017-02-01
1638,146622,Stayed,2017-02-17,2017-02-18,1,417,2259,479,2017-02-17
1639,146622,Stayed,2017-02-16,2017-02-17,1,417,2649,561,2017-02-16
1640,32189,Stayed,2017-02-14,2017-02-15,1,417,2596,549,2017-02-14
1641,7105,Stayed,2017-02-11,2017-02-12,1,417,2816,596,2017-02-10
1642,10965,Stayed,2017-02-11,2017-02-12,1,417,2603,551,2017-02-11
1643,13605,Stayed,2017-02-09,2017-02-10,1,417,2204,466,2017-02-09
1644,45089,Cancelled,2017-02-12,2017-02-13,1,417,1732,366,2017-02-03
1645,145838,Stayed,2017-02-08,2017-02-09,1,417,2038,431,2017-02-08
1646,3772,Cancelled,2017-02-11,2017-02-12,1,417,1732,366,2017-02-04
1647,182573,Cancelled,2017-02-09,2017-02-10,1,417,1921,407,2017-02-08
1648,68109,Stayed,2017-02-07,2017-02-08,1,417,2025,429,2017-02-07
1649,13378,Cancelled,2017-02-15,2017-02-16,1,417,2625,556,2017-02-13
1650,68109,Cancelled,2017-02-07,2017-02-08,1,417,1760,373,2017-02-07
1651,9560,Cancelled,2017-03-01,2017-03-02,1,365,1364,0,2017-02-28
1652,10965,Cancelled,2017-02-11,2017-02-12,1,365,2144,0,2017-02-10
1653,3145,Stayed,2017-02-05,2017-02-06,1,365,1884,0,2017-02-05
1654,8066,Cancelled,2017-02-05,2017-02-06,1,365,1884,0,2017-02-05
1655,6006,Cancelled,2017-02-27,2017-02-28,1,522,2404,508,2017-02-26
1656,38145,Stayed,2017-02-25,2017-02-26,1,522,2469,523,2017-02-24
1657,144056,Stayed,2017-02-21,2017-02-22,1,522,2339,495,2017-02-20
1658,54134,No Show,2017-02-20,2017-02-21,1,522,2274,481,2017-02-19
1659,58858,Stayed,2017-02-17,2017-02-19,1,522,5457,1200,2017-02-17
1660,144056,Cancelled,2017-02-15,2017-02-16,1,522,2599,550,2017-02-14
1661,19588,Stayed,2017-02-14,2017-02-15,1,522,2469,627,2017-02-13
1662,42513,Cancelled,2017-02-16,2017-02-17,1,323,2274,578,2017-02-13
1663,52262,Cancelled,2017-02-05,2017-02-06,1,323,2274,481,2017-02-04
1664,190525,Stayed,2017-02-03,2017-02-04,1,323,2339,594,2017-02-03
1665,191386,Stayed,2017-02-08,2017-02-11,1,655,9551,2021,2017-02-08
1666,40195,Stayed,2017-02-04,2017-02-05,1,262,2274,481,2017-02-04
1667,70944,Stayed,2017-02-25,2017-02-26,2,478,4677,990,2017-02-25
1668,86456,Stayed,2017-02-14,2017-02-16,1,702,4092,1038,2017-02-11
1669,46167,Stayed,2017-02-26,2017-02-28,1,996,6107,1293,2017-02-10
1670,154852,Stayed,2017-02-27,2017-02-28,1,996,2794,591,2017-02-26
1671,61550,Cancelled,2017-02-04,2017-02-06,1,996,6627,1403,2017-02-01
1672,27328,Stayed,2017-03-17,2017-03-20,1,997,14360,3038,2017-02-26
1673,17784,Cancelled,2017-04-10,2017-04-12,1,997,7277,1847,2017-02-15
1674,115233,Stayed,2017-02-24,2017-02-26,1,843,10527,2228,2017-02-15
1675,76269,Cancelled,2017-02-15,2017-02-16,2,998,7537,1595,2017-02-15
1676,76786,Cancelled,2017-02-14,2017-02-15,1,808,2144,545,2017-02-13
1677,155069,Stayed,2017-02-08,2017-02-09,1,808,2274,481,2017-02-07
1678,155069,Cancelled,2017-02-08,2017-02-09,1,808,2274,501,2017-02-07
1679,60864,Stayed,2017-03-14,2017-03-16,1,609,10527,2228,2017-02-09
1680,180438,Cancelled,2017-02-04,2017-02-05,1,703,2989,633,2017-02-01
1681,153945,Stayed,2017-02-18,2017-02-19,6,979,25732,5444,2017-02-05
1682,63731,Stayed,2017-02-09,2017-02-10,1,984,2469,523,2017-02-08
1683,180438,Cancelled,2017-03-04,2017-03-05,1,342,2664,563,2017-02-24
1684,131261,Stayed,2017-02-21,2017-02-22,1,342,2534,536,2017-02-21
1685,79434,Stayed,2017-02-11,2017-02-12,1,342,3639,801,2017-02-10
1686,131261,Stayed,2017-02-11,2017-02-12,1,345,2989,633,2017-02-11
1687,153931,Cancelled,2017-02-22,2017-02-23,1,704,2079,440,2017-02-05
1688,122969,Stayed,2017-02-14,2017-02-15,1,704,2144,453,2017-02-02
1689,68193,Cancelled,2017-02-17,2017-02-21,1,704,8705,1841,2017-02-02
1690,128795,Stayed,2017-02-05,2017-02-06,1,704,2079,440,2017-02-05
1691,148025,Stayed,2017-02-28,2017-03-01,1,704,1594,351,2017-02-28
1692,50396,Stayed,2017-02-21,2017-02-22,1,689,3899,825,2017-02-20
1693,142597,Stayed,2017-02-21,2017-02-22,1,626,2014,426,2017-02-21
1694,142597,Stayed,2017-02-21,2017-02-22,1,626,2534,536,2017-02-21
1695,143278,Stayed,2017-02-19,2017-02-21,1,626,3832,811,2017-02-19
1696,191118,Cancelled,2017-02-03,2017-02-04,1,626,1754,371,2017-02-02
1697,60211,Cancelled,2017-02-06,2017-02-07,1,666,2469,523,2017-02-04
1698,63372,Stayed,2017-02-08,2017-02-09,1,628,1903,403,2017-02-08
1699,16812,Cancelled,2017-02-07,2017-02-08,1,628,1392,295,2017-02-02
1700,41895,Cancelled,2017-02-10,2017-02-11,1,628,2796,592,2017-02-09
1701,178207,Cancelled,2017-02-04,2017-02-05,1,628,2405,509,2017-02-04
1702,197147,Cancelled,2017-02-03,2017-02-05,2,628,8991,2283,2017-02-01
1703,52447,Cancelled,2017-02-15,2017-02-16,1,628,2136,470,2017-02-03
1704,194653,Stayed,2017-02-17,2017-02-18,1,599,1869,396,2017-02-17
1705,60395,Stayed,2017-02-26,2017-02-27,1,169,1169,248,2017-02-26
1706,60395,Stayed,2017-02-25,2017-02-26,1,169,1364,288,2017-02-25
1707,3288,Cancelled,2017-02-24,2017-02-26,1,169,3637,800,2017-02-23
1708,97745,No Show,2017-02-14,2017-02-15,1,724,2339,495,2017-02-14
1709,87734,Stayed,2017-02-05,2017-02-06,1,724,2339,495,2017-02-05
1710,138423,Stayed,2017-02-08,2017-02-10,1,862,3471,735,2017-02-06
1711,183351,Stayed,2017-02-08,2017-02-09,3,862,5019,1104,2017-02-08
1712,195965,Stayed,2017-02-07,2017-02-08,1,249,1884,398,2017-02-07
1713,45817,No Show,2017-02-12,2017-02-13,2,123,4287,908,2017-02-11
1714,145809,Stayed,2017-02-12,2017-02-13,1,123,1689,358,2017-02-12
1715,121461,Cancelled,2017-02-17,2017-02-18,2,507,5327,1128,2017-02-16
1716,121461,Cancelled,2017-02-16,2017-02-17,2,507,4807,1018,2017-02-13
1717,55143,Stayed,2017-02-20,2017-02-21,1,192,3704,783,2017-02-20
1718,96803,Stayed,2017-02-08,2017-02-11,1,192,8510,1801,2017-02-06
1719,45569,Stayed,2017-02-14,2017-02-15,1,514,2664,677,2017-02-14
1720,45569,Cancelled,2017-02-14,2017-02-15,1,514,2144,545,2017-02-14
1721,168301,Stayed,2017-02-11,2017-02-12,1,514,2339,495,2017-02-11
1722,168301,Stayed,2017-02-10,2017-02-11,1,514,2144,453,2017-02-10
1723,168301,Stayed,2017-02-09,2017-02-10,1,514,1949,413,2017-02-08
1724,55143,Stayed,2017-02-04,2017-02-05,1,758,3314,701,2017-02-04
1725,50009,Stayed,2017-02-13,2017-02-15,1,541,7602,1672,2017-02-13
1726,10815,Stayed,2017-02-24,2017-02-26,1,932,4157,880,2017-02-23
1727,65242,Cancelled,2017-02-12,2017-02-13,1,932,1494,316,2017-02-10
1728,4473,Cancelled,2017-02-11,2017-02-12,1,932,2144,545,2017-02-10
1729,121698,Stayed,2017-02-27,2017-02-28,1,124,2354,597,2017-02-26
1730,8066,Stayed,2017-02-26,2017-02-27,1,919,1754,371,2017-02-26
1731,37171,Stayed,2017-02-03,2017-02-04,1,919,1689,358,2017-02-02
1732,43966,Stayed,2017-02-06,2017-02-07,1,753,1685,356,2017-02-06
1733,133407,Stayed,2017-02-08,2017-02-10,1,687,5717,1210,2017-02-07
1734,87373,Cancelled,2017-02-15,2017-02-17,1,373,4352,921,2017-02-15
1735,3846,Cancelled,2017-02-23,2017-02-24,1,294,1608,340,2017-02-23
1736,113931,Stayed,2017-03-16,2017-03-18,1,329,13387,2833,2017-02-13
1737,192450,Stayed,2017-02-19,2017-02-20,1,407,5459,1386,2017-02-19
1738,292,Stayed,2017-02-14,2017-02-15,1,407,5719,1210,2017-02-14
1739,127171,Cancelled,2017-03-10,2017-03-20,1,534,87737,18560,2017-02-20
1740,127171,Cancelled,2017-03-14,2017-03-15,1,566,7539,1659,2017-02-27
1741,127171,Cancelled,2017-03-16,2017-03-18,1,566,15662,3445,2017-02-27
1742,127171,Cancelled,2017-03-15,2017-03-16,1,566,7539,1659,2017-02-27
1743,127171,Cancelled,2017-03-10,2017-03-14,1,566,31325,6892,2017-02-27
1744,127171,Stayed,2017-03-07,2017-03-10,1,566,24761,5238,2017-02-05
1745,127171,Cancelled,2017-03-15,2017-03-16,1,566,8384,1845,2017-02-21
1746,47396,Stayed,2017-03-02,2017-03-06,1,750,10135,2230,2017-02-28
1747,69881,Cancelled,2017-03-04,2017-03-05,1,750,3379,744,2017-02-17
1748,22782,Stayed,2017-02-21,2017-02-22,1,750,2209,561,2017-02-21
1749,145776,Cancelled,2017-02-07,2017-02-08,1,750,2599,550,2017-02-06
1750,25734,Cancelled,2017-02-04,2017-02-05,1,750,2989,633,2017-02-03
1751,78706,Stayed,2017-02-02,2017-02-03,1,750,1949,413,2017-02-02
1752,134014,Cancelled,2017-02-19,2017-02-20,1,235,3062,648,2017-02-19
1753,72844,Stayed,2017-02-18,2017-02-19,1,235,4593,971,2017-02-17
1754,57004,Stayed,2017-02-09,2017-02-10,1,235,3286,695,2017-02-07
1755,182807,No Show,2017-02-04,2017-02-05,1,235,2990,759,2017-02-04
1756,78447,Cancelled,2017-03-11,2017-03-13,1,235,7322,1549,2017-02-25
1757,4141,Stayed,2017-02-26,2017-03-01,1,136,12476,2639,2017-02-24
1758,90622,Stayed,2017-02-20,2017-02-21,1,136,5654,1196,2017-02-20
1759,102793,Stayed,2017-02-16,2017-02-17,1,136,5199,1100,2017-02-16
1760,169109,Stayed,2017-02-06,2017-02-07,1,136,4159,880,2017-02-06
1761,106720,Cancelled,2017-02-21,2017-02-23,1,223,9682,2048,2017-02-20
1762,148880,Stayed,2017-02-27,2017-02-28,2,538,11957,3035,2017-02-27
1763,148880,Stayed,2017-02-28,2017-03-01,2,538,11892,2616,2017-02-28
1764,54504,Cancelled,2017-03-03,2017-03-06,1,226,7796,0,2017-02-14
1765,46179,Cancelled,2017-02-27,2017-02-28,1,226,2144,0,2017-02-06
1766,121362,Cancelled,2017-04-15,2017-04-18,1,226,6821,0,2017-02-15
1767,21716,Stayed,2017-03-02,2017-03-03,1,267,5654,1196,2017-02-28
1768,21366,Stayed,2017-02-23,2017-02-24,1,267,5199,1144,2017-02-23
1769,71996,Cancelled,2017-02-19,2017-02-22,1,267,17351,3817,2017-02-16
1770,21716,Stayed,2017-02-15,2017-02-16,1,267,5524,1168,2017-02-04
1771,179612,Cancelled,2017-02-11,2017-02-13,1,267,15077,3190,2017-02-11
1772,182491,Cancelled,2017-03-26,2017-03-27,1,234,3509,891,2017-02-25
1773,182491,Stayed,2017-02-26,2017-02-27,1,234,3444,728,2017-02-25
1774,84630,Stayed,2017-02-28,2017-03-06,1,885,16240,3435,2017-02-28
1775,85093,Stayed,2017-02-18,2017-02-19,1,885,2794,591,2017-02-18
1776,199279,Cancelled,2017-02-26,2017-02-28,1,335,6162,1355,2017-02-25
1777,132205,Cancelled,2017-03-01,2017-03-02,1,800,3868,851,2017-02-26
1778,9133,Stayed,2017-02-24,2017-02-25,2,800,7233,1530,2017-02-24
1779,186259,Stayed,2017-02-19,2017-02-21,1,800,7363,1620,2017-02-19
1780,127745,Stayed,2017-02-16,2017-02-18,1,800,5983,1317,2017-02-15
1781,165107,Stayed,2017-02-15,2017-02-17,1,800,8388,1774,2017-02-12
1782,49454,No Show,2017-02-05,2017-02-06,1,800,2582,547,2017-02-05
1783,106210,Stayed,2017-02-28,2017-03-01,1,188,2404,529,2017-02-27
1784,106210,No Show,2017-02-01,2017-02-02,1,188,2664,586,2017-02-01
1785,104160,Stayed,2017-03-16,2017-03-18,1,117,12997,2750,2017-02-22
1786,104160,Stayed,2017-03-16,2017-03-17,4,117,25995,5719,2017-02-17
1787,186499,Stayed,2017-02-27,2017-02-28,1,117,3444,875,2017-02-27
1788,104160,Cancelled,2017-02-22,2017-02-23,5,117,23719,5017,2017-02-17
1789,69059,Stayed,2017-02-10,2017-02-11,2,117,9747,2063,2017-02-06
1790,106583,Stayed,2017-02-23,2017-02-24,1,68,4484,948,2017-02-15
1791,117555,Cancelled,2017-02-20,2017-02-22,1,68,9617,2035,2017-02-13
